City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description,Date
111,Inongo,CD,-1.95,18.2667,72.73,91,71,7.02,broken clouds,2022-02-26 05:25:50
112,Launceston,AU,-41.45,147.1667,76.15,47,75,12.66,broken clouds,2022-02-26 05:25:50
113,Qasigiannguit,GL,68.8193,-51.1922,1.65,97,100,6.96,overcast clouds,2022-02-26 05:21:46
114,Sitka,US,57.0531,-135.33,42.69,61,100,17.27,light rain,2022-02-26 05:20:23
115,Yurimaguas,PE,-5.9,-76.0833,71.78,97,75,0.94,broken clouds,2022-02-26 05:24:03
116,Caravelas,BR,-17.7125,-39.2481,74.46,90,7,2.08,clear sky,2022-02-26 05:20:28
117,Trairi,BR,-3.2778,-39.2689,77.61,80,95,6.8,overcast clouds,2022-02-26 05:25:51
118,Nuuk,GL,64.1835,-51.7216,0.21,78,75,6.91,broken clouds,2022-02-26 05:20:56
119,Kolondieba,ML,11.0882,-6.8926,75.61,21,32,3.71,scattered clouds,2022-02-26 05:25:51
120,Nalut,LY,30.3333,10.85,51.78,29,68,6.85,broken clouds,2022-02-26 05:21:21
121,Paralimni,CY,35.0375,33.9833,56.43,87,5,1.01,clear sky,2022-02-26 05:25:52
122,Torbay,CA,47.6666,-52.7314,21.27,68,100,0.0,overcast clouds,2022-02-26 05:18:30
123,Jawhar,SO,2.7809,45.5005,79.32,73,96,12.46,overcast clouds,2022-02-26 05:25:52
124,Gat,IL,31.61,34.7642,54.39,100,73,9.8,broken clouds,2022-02-26 05:20:43
125,Mehran,IR,33.1222,46.1646,62.08,45,0,4.38,clear sky,2022-02-26 05:25:53
126,Vila Franca Do Campo,PT,37.7167,-25.4333,60.19,82,100,13.06,overcast clouds,2022-02-26 05:20:12
127,Horn Lake,US,34.9554,-90.0348,31.08,80,100,12.66,overcast clouds,2022-02-26 05:25:53
128,Vestmannaeyjar,IS,63.4427,-20.2734,39.6,63,100,36.66,light rain,2022-02-26 05:25:54
129,Te Anau,NZ,-45.4167,167.7167,60.76,41,32,7.02,scattered clouds,2022-02-26 05:19:47
130,Ouro Preto Do Oeste,BR,-10.7481,-62.2158,71.51,97,33,2.33,scattered clouds,2022-02-26 05:25:54
131,Bandarbeyla,SO,9.4942,50.8122,77.92,69,83,8.55,broken clouds,2022-02-26 05:19:31
132,Kyaikto,MM,17.3,97.0167,91.78,22,2,3.0,clear sky,2022-02-26 05:25:54
133,Margate,GB,51.3813,1.3862,40.95,90,2,10.67,clear sky,2022-02-26 05:23:02
134,San Miguel,SV,13.4833,-88.1833,80.26,78,75,2.3,broken clouds,2022-02-26 05:25:55
135,Verkhoyansk,RU,67.5447,133.385,-1.23,89,100,7.09,overcast clouds,2022-02-26 05:22:08
136,Dingle,PH,10.9995,122.6711,85.55,57,100,18.79,overcast clouds,2022-02-26 05:20:11
137,Kavieng,PG,-2.5744,150.7967,83.25,75,93,6.29,moderate rain,2022-02-26 05:19:42
138,Shizunai,JP,42.3339,142.3669,38.28,82,56,12.88,broken clouds,2022-02-26 05:25:55
139,Miechow,PL,50.3565,20.0279,34.59,75,12,4.5,few clouds,2022-02-26 05:25:56
140,Saint George,US,37.1041,-113.5841,37.63,41,0,5.99,clear sky,2022-02-26 05:17:20
141,Batemans Bay,AU,-35.7167,150.1833,68.92,97,100,5.91,light rain,2022-02-26 05:25:56
142,Saskylakh,RU,71.9167,114.0833,-14.04,96,46,4.61,scattered clouds,2022-02-26 05:20:43
143,Lillehammer,NO,61.1146,10.4674,8.01,91,12,3.83,few clouds,2022-02-26 05:25:57
144,Kiama,AU,-34.6833,150.8667,71.58,90,100,3.0,moderate rain,2022-02-26 05:25:57
145,Isangel,VU,-19.55,169.2667,82.51,83,100,0.0,overcast clouds,2022-02-26 05:20:48
146,Lufilufi,WS,-13.8745,-171.5986,78.58,90,100,16.02,light rain,2022-02-26 05:25:58
147,Buchanan,LR,5.8808,-10.0467,76.96,91,34,6.17,light rain,2022-02-26 05:25:58
148,Veraval,IN,20.9,70.3667,77.31,42,41,8.77,scattered clouds,2022-02-26 05:25:58
